item_id,group_id,writer_id,validation_fold
2199,component-f36e2794472c13ef,b622bc9a05882d0d6abff082938b51e8,0
22,component-785f3ec7eb32f30b,a880badbe5c3ab98cb1e7a1c18eafa8c,1
2200,component-755a30d48d8a3314,60983b3bd13dd10274916058294b5b0c,1
2203,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,1
2204,component-71f051c220b59a0d,ba00e1104f4fa24aa2ebc9fa747197cc,0
2206,component-c60d3692ebbe6f8c,3e92c2134d4599ed8594b80f07dc91ec,0
2209,component-9e4067ac93c6febd,6b6eebfc83deea4fea1bf929230a91a6,2
2214,component-4ff57f0bce33b3f1,6f68c0956bba52adbcf3cc60b9a6f7cc,0
2215,component-7de25656de2fdb7d,1ce71b6ac5f663a0b42fb6f1fbee8d21,0
2217,component-1dffd68e5364ca23,0ac991e95b5215331187e2a99026b175,0
2219,component-52018340d5255b7d,cab07429007b2226ef43ee20f370e62f,1
2220,component-230ad27c6e6e2766,961c8f1eeff1c5fa7d581c339edd2950,0
2221,component-0337d6fcd298bc66,f3ff2b8aa9b422b423be0cf293538ad4,2
2222,component-edee29f882543b95,8c2bbd43838f4731e870e982ad2744cc,2
2223,component-fccb6362a9a78e11,9862fc14ed5588a6a19cf51eb4e16eeb,1
2229,component-09dc1bb2b25a72c6,fd91babda8f650a854e5fc739b611405,1
2232,component-48fe0661615dd0a2,e31c8ab8ab933ee216cd041e3199ebd7,1
225,component-f5e957604ebe365f,3e3e4c9549afb1fbf9d387f58a4ffddc,2
226,component-71f051c220b59a0d,ba00e1104f4fa24aa2ebc9fa747197cc,0
227,component-dfe62e836a0a6f26,e68a1b8496559da478924f96121f485b,0
229,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,1
232,component-9053fa05b6952cf7,cbaffa5220b94d323ddee491e1550d4d,2
233,component-c0509a487a18b003,1883ce91ecda8ead0c7c0185433b4879,0
24,component-c2356069e9d1e79c,9e5c95af2f73501ac5c604576af76873,2
242,component-14063697603e22d6,06657290905a42e3aaff0df50d209f64,2
244,component-71f051c220b59a0d,ba00e1104f4fa24aa2ebc9fa747197cc,0
247,component-396f804443825586,21f5eb7a0a5d7cd22b7cca301593d6f4,2
248,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,1
250,component-e289e5f7d06013a3,8fa922a1116d1ab2ebef342a59180c7c,2
254,component-9512d95d00d61bde,0d167c8f2533ac37b455263fe54ce9c7,2
257,component-4c970004b0678d43,0374d808f34f7969d7609f1fb90f2e33,0
260,component-8cd32e25edb628ca,d4518d3887ca266ed7a8748afb75119e,0
264,component-f5e957604ebe365f,3e3e4c9549afb1fbf9d387f58a4ffddc,2
268,component-8b496bf96bbcc9e5,5859257f7cdeccec704af61730f19f85,0
269,component-1422ba74bf2e76ff,cf2aa86a12eb1e74fb275e391fd0a0b4,0
27,component-670671cd97404156,b0ec57bab3c90f15c5ff0c8afa5373a6,0
270,component-d8d1790737d57ac4,f36cb91b11f8ae326cfdc76c51e615e6,2
275,component-3a1dfb05d7257530,72f58014e3ac660b732c9abf5d57dc71,2
278,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,1
279,component-1dce26a45d8d16ae,6d26d4ff619aec245a536fe39cd511d8,2
28,component-f5e957604ebe365f,3e3e4c9549afb1fbf9d387f58a4ffddc,2
282,component-27e1615212f3c6ea,65ef3deb821d46327948bd36b8e12e1d,1
29,component-35135aaa6cc23891,8a6b60ef8a3b88ed7d956575e1c1b713,2
292,component-755a30d48d8a3314,60983b3bd13dd10274916058294b5b0c,1
295,component-8448796b6e74894c,10d24bcc5693e93669732a9176758431,1
296,component-71f051c220b59a0d,ba00e1104f4fa24aa2ebc9fa747197cc,0
297,component-ddd8121412f29434,094fc4b0a71388d136fc471ae818e529,1
298,component-e289e5f7d06013a3,8fa922a1116d1ab2ebef342a59180c7c,2
31,component-eb1e33e8a81b697b,cbbc69c884a2dedb362a2d0751fcbc54,0
310,component-226f76b55acb4970,a00d257bb6c1a83911eb4c423bb79640,0
3100,component-c3e37dfbf3675291,69704ffe29e10b91b2334847b48f2e19,1
31000,component-c46b6aa724a2ce00,955963907341fb3b98e54785f71c9843,0
31001,component-1a363478b7ca07c8,e8d39af016c644d6b71f2418ad5f9d65,1
31003,component-5ab827fceb283774,0d64d556907563bd1474e5f7c36ed384,2
31005,component-b32d8f5bfd086a5c,a36d0c9b13fd522fbfcd8ce8587fd144,0
31007,component-471f6696aa8dc9a8,4cd83c61495521cce50246c680de7775,0
3101,component-4c126bb257a91ca0,779b18d3f0b08ed5619419bd0ebbfc12,1
31012,component-8a8f2ac537c779a6,5a2d760f53d03effa261871a992d8882,2
31014,component-c9857cd0953bd638,77efc6776f7a210ad01d8785ef96c20f,0
31017,component-a876ef01c41c6ced,ca369dfae59d771345a8bc6ae6ee7ef8,0
3102,component-9ec5adcb162fea7b,736cf5f82cbba60c01fe0986a8ff847e,1
31025,component-9e43b0a3aa47362b,71725afa76786ee8ed9538a68b884dd1,0
31027,component-1f2635a5437efb4f,b41415d7e4bafb48728410265c843acd,0
31028,component-8d7df010318e9073,6770b7b28fb532a9c3927793876e8013,2
3103,component-05550bc685f04599,71b02c2b99805a5b65fe1658ebff3d78,2
31031,component-838d45075fa24868,bc1ec245e40632a2789fb09f05f7e608,0
31032,component-0b8c9e0db54716c4,6bb4364a6e771f56978aa4a249d659c8,0
31036,component-414dc7a015d6bc58,198a791caca607c9c4b5bb7da2bd7f46,2
31037,component-42fc7cba3524f343,414933879798d98b041c76d0f2a95d7e,2
31038,component-0c68ea7495e3af75,a23d54e0725738a1105cdd7161e499b1,2
3104,component-8e2d91da4e36f2d8,ee44c445eccad52622756c9188e1f416,2
31041,component-a8c14fa52943719a,637104db7200547c43914b47ba7de345,2
31049,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,2
31050,component-baff23a90e039f74,ed7a317055cd989955ef84228664cb44,1
31051,component-3bd567171df5c1dd,51abdeb1c17521adf150cafc0fb8903a,1
31052,component-5d46b485417106f5,d3913f295c8ffcebdef3e667d5bbbeaf,0
31055,component-45527596d2b236dc,96fd862632f180eb9e954699301406fb,2
31057,component-9f98cc836005795c,a92d76ce898045da701e484d9990206b,2
31058,component-27f2e4ca84a40087,cc44600d3c77b2beb4f10af253962c15,0
31059,component-c8bbfba9cf732756,d53a400ee0161a431acd9ab0c945a288,2
31066,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,2
31073,component-a8c14fa52943719a,637104db7200547c43914b47ba7de345,2
31075,component-a9a6952cac90d135,aa81016e4781049055df0acc62626e7e,2
31078,component-4e83352499c233bc,9b74e270dbd0155cadaaa19c8b99b44b,2
31079,component-f84cc7ceb2f8ae46,a68fe5dd5491a8e5c563291e0ee30617,0
31086,component-25df5f53b2dd6d97,b2d19612dbcea183a25019cbe15bd61b,2
3109,component-aeb5d182368bc8fa,77cbb39d3cddc88289673336a14f4c4d,1
31090,component-c46b6aa724a2ce00,955963907341fb3b98e54785f71c9843,0
31091,component-19bc501fab39d151,22c2c89c2bab9f37328a70e25553b567,1
31092,component-b32d8f5bfd086a5c,a36d0c9b13fd522fbfcd8ce8587fd144,0
31093,component-471f6696aa8dc9a8,4cd83c61495521cce50246c680de7775,0
31095,component-d2058f621cd60aad,830b41bac56d8a3be35a985bb8111278,1
31097,component-486fcacacb5ac20e,904247cc71ac2a29ccd042fed317051c,0
31099,component-6f27c804643fab46,65f47b1b54bc68f60fcf8a4f9b605f36,1
311,component-c3e37dfbf3675291,69704ffe29e10b91b2334847b48f2e19,1
3110,component-347ff26ffaaa0d13,8b8f157835767f6c42a7a3f2a66d44c6,0
31100,component-e1e499eeb19d6d84,52aa8ea70140b465ce5ac8ee9099db71,1
31107,component-571c04fd9e7d74ee,e90f12f0f98dce16b4e7e5d16aeaf154,0
31109,component-5d46b485417106f5,d3913f295c8ffcebdef3e667d5bbbeaf,0
31113,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,2
31115,component-302ae8c8df68912a,12990b90fffe79aed07dd7117d76aba0,2
31120,component-b32d8f5bfd086a5c,a36d0c9b13fd522fbfcd8ce8587fd144,0
31125,component-42fc7cba3524f343,414933879798d98b041c76d0f2a95d7e,2
31126,component-a8c14fa52943719a,637104db7200547c43914b47ba7de345,2
31128,component-086d7b05f45a7ae7,33d817e01706c19e3f4688597ef020b3,2
31130,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,2
31133,component-a2dead73a84cae82,556cbab391837b35e3db80610718df53,1
31135,component-25df5f53b2dd6d97,b2d19612dbcea183a25019cbe15bd61b,2
31136,component-a3398cfb17ecf4fb,a18e611983eb5ee66f9d4abfd0f1def5,0
31142,component-838d45075fa24868,bc1ec245e40632a2789fb09f05f7e608,0
31144,component-27f2e4ca84a40087,cc44600d3c77b2beb4f10af253962c15,0
31148,component-72ba6754e6fc6503,d24153338c0ba84e2fec2b499a7c5495,0
31149,component-330b6dd5c292c708,1338c7f67d52c389a54af19925ba97be,0
3115,component-29b159f5ad5a0c8e,1d065d7c40002fc2f4de0026f5cdfd95,0
31151,component-471f6696aa8dc9a8,4cd83c61495521cce50246c680de7775,0
31152,component-b32d8f5bfd086a5c,a36d0c9b13fd522fbfcd8ce8587fd144,0
31155,component-c9857cd0953bd638,77efc6776f7a210ad01d8785ef96c20f,0
31158,component-8d7df010318e9073,6770b7b28fb532a9c3927793876e8013,2
3116,component-592912dff2a1f74f,4b7502650f258fb3605a79c0d0736d90,0
31162,component-0b8c9e0db54716c4,6bb4364a6e771f56978aa4a249d659c8,0
31163,component-a09298272ebb68bb,79088521ba0f8893e257d0abcf4f4552,1
31166,component-302ae8c8df68912a,12990b90fffe79aed07dd7117d76aba0,2
31168,component-a3398cfb17ecf4fb,a18e611983eb5ee66f9d4abfd0f1def5,0
31170,component-45527596d2b236dc,96fd862632f180eb9e954699301406fb,2
31172,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,2
31173,component-5d46b485417106f5,d3913f295c8ffcebdef3e667d5bbbeaf,0
31186,component-414dc7a015d6bc58,198a791caca607c9c4b5bb7da2bd7f46,2
31191,component-927b0acb3abc859b,362250067389e8225afe64e7d829734d,2
31192,component-0fb47b85e2e2bdea,4f84fc17b1e3510a0ec4fc25ee7606e0,2
31199,component-ae1b51db3688dfa1,6d0ab767a4ac8c79654372dbd1a3a8dc,2
31201,component-5d46b485417106f5,d3913f295c8ffcebdef3e667d5bbbeaf,0
31204,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,2
31208,component-45527596d2b236dc,96fd862632f180eb9e954699301406fb,2
31209,component-dd032a3a7c43c58d,ea6682f3e8f98c7b5e069d8395ee2306,2
31212,component-b32d8f5bfd086a5c,a36d0c9b13fd522fbfcd8ce8587fd144,0
31215,component-9f98cc836005795c,a92d76ce898045da701e484d9990206b,2
31217,component-a09298272ebb68bb,79088521ba0f8893e257d0abcf4f4552,1
31219,component-25df5f53b2dd6d97,b2d19612dbcea183a25019cbe15bd61b,2
31221,component-8a8f2ac537c779a6,5a2d760f53d03effa261871a992d8882,2
31222,component-a3398cfb17ecf4fb,a18e611983eb5ee66f9d4abfd0f1def5,0
31229,component-5d46b485417106f5,d3913f295c8ffcebdef3e667d5bbbeaf,0
31235,component-838d45075fa24868,bc1ec245e40632a2789fb09f05f7e608,0
31238,component-c46b6aa724a2ce00,955963907341fb3b98e54785f71c9843,0
31239,component-71e6f5c88bbfa93a,4c2833e356ff0132a7a11a855e6dd0d6,2
31241,component-8d7df010318e9073,6770b7b28fb532a9c3927793876e8013,2
31242,component-a8c14fa52943719a,637104db7200547c43914b47ba7de345,2
31255,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,2
31258,component-a3398cfb17ecf4fb,a18e611983eb5ee66f9d4abfd0f1def5,0
31259,component-baff23a90e039f74,ed7a317055cd989955ef84228664cb44,1
31263,component-25df5f53b2dd6d97,b2d19612dbcea183a25019cbe15bd61b,2
31264,component-4701e8f8a75d439e,79c042ecd443a4390992a85e9d2c2480,0
31266,component-5d46b485417106f5,d3913f295c8ffcebdef3e667d5bbbeaf,0
31267,component-a2dead73a84cae82,556cbab391837b35e3db80610718df53,1
31268,component-6ad6c2e4ab02a6e3,9a00bd3cad3a44dd453eb1da4bbbde8d,2
31272,component-2429a0818f75039e,16e807b210cd7b34e0a5ee1d86b431ae,2
31273,component-9e43b0a3aa47362b,71725afa76786ee8ed9538a68b884dd1,0
31274,component-bb723943d53cb298,076fd1fc63109a4576903cc4f7719b6c,1
31275,component-b32d8f5bfd086a5c,a36d0c9b13fd522fbfcd8ce8587fd144,0
31278,component-baff23a90e039f74,ed7a317055cd989955ef84228664cb44,1
31279,component-302ae8c8df68912a,12990b90fffe79aed07dd7117d76aba0,2
3128,component-cc48054866ccc7e8,d5d9c28e872d69b953b60f1e793d7415,2
31284,component-a8c14fa52943719a,637104db7200547c43914b47ba7de345,2
31288,component-1f2635a5437efb4f,b41415d7e4bafb48728410265c843acd,0
31291,component-d1bb79a93ab00413,b04a597eae978675e56824228e594a19,2
31297,component-5d46b485417106f5,d3913f295c8ffcebdef3e667d5bbbeaf,0
31302,component-39fdb404635e8a57,22b7cc345c7d262a17737f5b9ab2c072,1
31303,component-a8c14fa52943719a,637104db7200547c43914b47ba7de345,2
31306,component-baff23a90e039f74,ed7a317055cd989955ef84228664cb44,1
31316,component-25df5f53b2dd6d97,b2d19612dbcea183a25019cbe15bd61b,2
31318,component-4701e8f8a75d439e,79c042ecd443a4390992a85e9d2c2480,0
3132,component-e1a34e2c586d6965,e59e3ae93184512bcf093645466509b2,1
31326,component-45527596d2b236dc,96fd862632f180eb9e954699301406fb,2
31327,component-d3109358c740513f,2542e8afd31b85134962ff5bcc0454a8,1
31328,component-526d3de4cf6b00b6,69e5a4daaea76d2e958c8b154bc97179,1
31331,component-330b6dd5c292c708,1338c7f67d52c389a54af19925ba97be,0
31333,component-b32d8f5bfd086a5c,a36d0c9b13fd522fbfcd8ce8587fd144,0
31336,component-a8c14fa52943719a,637104db7200547c43914b47ba7de345,2
31337,component-1483099c89000a68,322da8e72c169869125b6e4cd381f5f2,1
31344,component-123c4b1ed3108ec5,51b31bbbb30a24a63584723229e18905,2
31345,component-0fb47b85e2e2bdea,4f84fc17b1e3510a0ec4fc25ee7606e0,2
31351,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,2
31352,component-936bef1fb49df3ad,194f1baebcfcd5128394502cebb93fa5,1
31353,component-5d46b485417106f5,d3913f295c8ffcebdef3e667d5bbbeaf,0
31354,component-25df5f53b2dd6d97,b2d19612dbcea183a25019cbe15bd61b,2
31355,component-dd032a3a7c43c58d,ea6682f3e8f98c7b5e069d8395ee2306,2
31365,component-302ae8c8df68912a,12990b90fffe79aed07dd7117d76aba0,2
31367,component-0f817bc1256516ef,d2bcfc0a59d3a5bf14b6e88d3494a80e,2
31368,component-0c68ea7495e3af75,a23d54e0725738a1105cdd7161e499b1,2
31370,component-0fb47b85e2e2bdea,4f84fc17b1e3510a0ec4fc25ee7606e0,2
31371,component-a8c14fa52943719a,637104db7200547c43914b47ba7de345,2
31373,component-a2dead73a84cae82,556cbab391837b35e3db80610718df53,1
31374,component-123c4b1ed3108ec5,51b31bbbb30a24a63584723229e18905,2
31379,component-a3398cfb17ecf4fb,a18e611983eb5ee66f9d4abfd0f1def5,0
31380,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,2
31384,component-838d45075fa24868,bc1ec245e40632a2789fb09f05f7e608,0
31386,component-27f2e4ca84a40087,cc44600d3c77b2beb4f10af253962c15,0
3139,component-d2addcc965fed481,bc8bd043500aa638f7fff95e3c12d865,0
31391,component-baff23a90e039f74,ed7a317055cd989955ef84228664cb44,1
31392,component-328168b77615b7af,e335a301675664ba363f3234d5a26a18,2
31395,component-b32d8f5bfd086a5c,a36d0c9b13fd522fbfcd8ce8587fd144,0
31401,component-a09298272ebb68bb,79088521ba0f8893e257d0abcf4f4552,1
31402,component-baff23a90e039f74,ed7a317055cd989955ef84228664cb44,1
31404,component-086d7b05f45a7ae7,33d817e01706c19e3f4688597ef020b3,2
31410,component-25df5f53b2dd6d97,b2d19612dbcea183a25019cbe15bd61b,2
31411,component-a3398cfb17ecf4fb,a18e611983eb5ee66f9d4abfd0f1def5,0
31413,component-0fb47b85e2e2bdea,4f84fc17b1e3510a0ec4fc25ee7606e0,2
31416,component-aa1afcfd3a19edd5,685758b34df5c920a2a379797a2da107,0
31418,component-32aee8b48c223877,907addf9c2b5762a6d67f758a8151122,0
31419,component-9437eee19b5c5053,9bac82a264668dfc6d0c7016db84337b,1
3142,component-89cb186b8b3c6d21,4b9d4ae7e399fbf203de775cab342135,1
31420,component-c8bbfba9cf732756,d53a400ee0161a431acd9ab0c945a288,2
31423,component-56aab15df1917647,394e31443e6fc819d6ca555474c4cb5a,2
3146,component-9b99fe8d3230fe1b,1925b8906423e86da9284cba55d0de98,2
3147,component-c21af72451d75650,53b2f73fea376fda83bf1c8878c81b5d,2
3149,component-c3f577c63a6c6bca,d0748555a6ddd63ce7e3cb9c43821db2,2
3152,component-b83d4086daad65f8,26d8b2221948b31c8b53b648f4e8c60b,1
3155,component-22c7f088de0b7be3,0d300441f4bccbf79601c44298c8534d,1
3158,component-7fd4b59a83f05fa0,5ffcf7d96d7c35d486fd5a1382644165,1
3160,component-d31b04b46bdb26af,d6abf470f86d4a7f6278f68fe3f439b0,1
3161,component-fbfd6393c2b37ff4,4048f07337761a87d47c5caa710b3613,2
3162,component-d298c4da8264a57b,9bdd10bc8bd3184d21ffcf0ec1703b37,2
3163,component-81bad507c087bbdd,35efa2d55964f77f9d40b5e6f173b859,2
3166,component-593543ef557c79fc,cd242172da73106a673882a74f8155ae,1
3167,component-dcd0ea5b0fea71aa,70bcc0407c15662acc62046bc810628e,2
3168,component-a0ba26635494e3c6,0cd5e8abdaec32157c32a069cd5eb70b,0
3169,component-c3f577c63a6c6bca,d0748555a6ddd63ce7e3cb9c43821db2,2
3174,component-c6c67845a19892eb,5f77695c4fe30b9924f6b66b14814647,1
3176,component-fe56b24f16b58c70,1975d90c273ac606fa95dfdc3f648b1c,0
3177,component-b17a49d67fe2a656,68771e3f8138ddd352f0ab32cffce1d8,2
318,component-aae02129362d6117,27801e053b43467438cfe8419c07a9dd,2
3181,component-fec82eafe5926aec,17f223c2d54a8ab43c354f6644a7b5a5,2
319,component-347ff26ffaaa0d13,8b8f157835767f6c42a7a3f2a66d44c6,0
3190,component-8d7df010318e9073,6770b7b28fb532a9c3927793876e8013,2
32,component-e29c9c180c6279b0,3b2c1ff1494e5eb12adb443e9be1a58b,1
320,component-88820462180e5c89,5c2f04900dd36e215a3795e7abfb79e1,2
3204,component-38177ec3e146433b,6881f516526125a0beb799d903a83aaf,0
3205,component-74f71382d09d6d1a,e8249492d549302aa0e3002cff57c849,0
3206,component-400492c35c920b05,b37400072ee5f47c12e0bd9e740518d9,0
3209,component-5ab827fceb283774,0d64d556907563bd1474e5f7c36ed384,2
3213,component-14cafa0d26c929e2,6e8d719f3a5b61b620267a82f9788663,2
3216,component-dc8995beef6d561c,cb4041933ed3941718e72ca24a63d60c,1
3217,component-2a1a0e9629c0f70b,7db9b98cefdbc843f04c6af91555c8ed,2
3218,component-7569b2da161b6acd,c280579001b6e82d8ab255837720776e,1
3219,component-be1dfca7b57921df,2ccd9796c71c553e5de5aa071112133f,2
3222,component-35df10f0792f231e,877cb6ac24130ecd165e1a09a35145de,1
3229,component-d7c697e2a4f55291,ce688c41af9994a1b1e796e2991109d9,1
3232,component-8d7df010318e9073,6770b7b28fb532a9c3927793876e8013,2
3234,component-49982c8e082e073b,dffb672e5648340cb809aa720b5b9b84,1
3235,component-354a29c28b8f1485,bd6e7ae6f4615e358967718aca0d2e1f,0
3236,component-592c9396f394bbcf,3bbbfd4e7aabb0b3b944aef315b757ad,1
3238,component-38a3c600a4510679,a1e66be221dec082bc65977d1c561925,1
3249,component-7fd4b59a83f05fa0,5ffcf7d96d7c35d486fd5a1382644165,1
325,component-c3f577c63a6c6bca,d0748555a6ddd63ce7e3cb9c43821db2,2
3250,component-81bad507c087bbdd,35efa2d55964f77f9d40b5e6f173b859,2
3255,component-a0ba26635494e3c6,0cd5e8abdaec32157c32a069cd5eb70b,0
3265,component-592c9396f394bbcf,3bbbfd4e7aabb0b3b944aef315b757ad,1
3268,component-b17a49d67fe2a656,68771e3f8138ddd352f0ab32cffce1d8,2
327,component-9b99fe8d3230fe1b,1925b8906423e86da9284cba55d0de98,2
3275,component-26a020fdeb929b63,81a0eb4a52fffcc48d04bbdb58cd88af,2
3277,component-b7609da7e6f650a6,23330bf5f63422925bff51d4ff647acd,2
3278,component-0ba14ec4102e5723,3e27f35ed134674f0a72fe8fa4af3aa4,0
3279,component-7257ac9862227f44,df97643bb1284e017dbc9a90d1cf8a87,1
3280,component-e21a6e2714f15b13,246f947c5e9ebf2438601382eb34f17b,1
3281,component-e300509dda44eacd,b666259a9ecad9c35666f1c20d6ff016,0
3286,component-617c14bb6cfaff0a,d77c9c72efb47c8b7611f23b00aa5e20,0
3288,component-fcfa49c32bd1c3f5,7ca2ed45d2f59093e250f0e1b00ea394,0
3289,component-7fd4b59a83f05fa0,5ffcf7d96d7c35d486fd5a1382644165,1
329,component-fec82eafe5926aec,17f223c2d54a8ab43c354f6644a7b5a5,2
3296,component-657b5fb4e2b0a733,d9e62e61cc151eab3cd5b2bedc08b381,2
3297,component-400492c35c920b05,b37400072ee5f47c12e0bd9e740518d9,0
33,component-c6f3ac57944a5314,d21c7ba2f548d44a202324de317553fe,1
3305,component-a6c43d17f811327a,42e509f02fcefa299b037538d75e2df7,1
3307,component-5a19e373eb56430e,432a90e6c76d839efd44a4362c229b32,1
3308,component-a4c42a3f5f7103dd,e01407b3c90c811d58bb9a29dc464834,1
3309,component-c6c67845a19892eb,5f77695c4fe30b9924f6b66b14814647,1
331,component-c3e37dfbf3675291,69704ffe29e10b91b2334847b48f2e19,1
3313,component-a118106a72bf3449,c570e887b1389cb36e64caf1c289b0cb,0
3316,component-4a38ef00ee22542e,ac734b5bfcbc1932bc120055ac5eaefe,0
3318,component-4e78ccea6eff54be,2e311e3a31517c269925372de3c1a99f,0
3322,component-c3f577c63a6c6bca,d0748555a6ddd63ce7e3cb9c43821db2,2
3326,component-fb87e6cf60af0859,d4f8e2032a277341f06b4ab74583e09d,0
3329,component-8d7df010318e9073,6770b7b28fb532a9c3927793876e8013,2
3336,component-50472ffa0d0b4e94,a7b5b580735e39aaf5e26da6d57dcf0c,0
3337,component-5bb844a8a792a21e,bb9c1ec8de3728923a79e51564869879,0
334,component-7569b2da161b6acd,c280579001b6e82d8ab255837720776e,1
3340,component-56aab15df1917647,394e31443e6fc819d6ca555474c4cb5a,2
3345,component-4a38ef00ee22542e,ac734b5bfcbc1932bc120055ac5eaefe,0
3346,component-1e454f95d837060f,54267d90c363cc3afacdc966c50594fc,1
335,component-7acc684a848a9b95,3992df97d3669a8ac7cdfc015427944f,2
3350,component-b101598560b38fc5,d2f78a107bf683b7d971bbfe2bb410f5,2
3351,component-957e984230c0adf1,2a2e5a4e98c012007353262def13cfb2,1
3352,component-d0e2d1dfd1c120a1,fedbcae7c8505f38ff4a0a44a74a650f,2
3353,component-e1deda4c9751baf1,bebd16a8eff974e5e3d0373c6e219488,0
3354,component-e1e499eeb19d6d84,52aa8ea70140b465ce5ac8ee9099db71,1
3355,component-a102c4a3c1ec0345,44efa27accbc6bde42b727681e84ab1b,2
3356,component-4504b1a16ce125c1,91bcacffd81fc71a82677fa52b572e77,0
336,component-347ff26ffaaa0d13,8b8f157835767f6c42a7a3f2a66d44c6,0
3364,component-81bad507c087bbdd,35efa2d55964f77f9d40b5e6f173b859,2
337,component-8ede6b26343305e0,2fea30be11d9af9bc43d5eb313bb1e44,0
3371,component-7257ac9862227f44,df97643bb1284e017dbc9a90d1cf8a87,1
3374,component-e300509dda44eacd,b666259a9ecad9c35666f1c20d6ff016,0
3381,component-a1f14c675f8161bc,2d03878a21a1fdb7d09446ebe1c713a2,2
3382,component-f15ece87307c78b1,d81cc6ecef9b5310bcb5dcd2e149721c,1
3384,component-6eee1c1f521ec97b,09af3e4ee6279fe7e8e3b9b4abd1d8b5,1
3385,component-b0e86544f2b7ecca,ba62d385fbe626ffd3005db07e8b4e94,1
3386,component-b17a49d67fe2a656,68771e3f8138ddd352f0ab32cffce1d8,2
339,component-fc95ce176603e9e1,b21a8664ffec0aa2548ee5cf50934c4e,0
