outer_fold,item_id,group_id,writer_id,validation_fold
0,2139,component-93c08eda1a9a4495,e1cef712b112981646a3a7af02072884,0
0,214,component-93c08eda1a9a4495,e1cef712b112981646a3a7af02072884,0
0,2140,component-c29db52b9be8a7ed,50a61e7cf6e706ffc5df494c659bd1e9,0
0,2141,component-1e925d8b7e7843e3,2475d464084cccf82ac3e72ea8721a5c,2
0,2144,component-db6529e972a44a4d,89e5c16e9c4661550ca5a49007af19b5,1
0,2145,component-fd6a44cb2f61506d,cb83b6f7181863ab7ccd76e203fb2a9e,2
0,2147,component-96c7345b3ef8140d,a898deab1798d35f3befeb7ddee39ebd,0
0,215,component-3920f13df0dc5a97,f29aa2d9930b2c3005e4176f70479f9e,1
0,2150,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,0
0,2152,component-1422ba74bf2e76ff,cf2aa86a12eb1e74fb275e391fd0a0b4,2
0,2153,component-93c08eda1a9a4495,e1cef712b112981646a3a7af02072884,0
0,2154,component-f5e957604ebe365f,3e3e4c9549afb1fbf9d387f58a4ffddc,2
0,2155,component-1e1e81823020205b,0772472833698004228e919149c69701,2
0,2156,component-188db7f5c98d585b,4e87c8702d10784cb46c8d0f9be63210,1
0,2157,component-ddd8121412f29434,094fc4b0a71388d136fc471ae818e529,0
0,2158,component-f06ca10f4977ea7a,82f4ae46a51f902d2c5d146f3b8d49e8,2
0,2159,component-c29db52b9be8a7ed,50a61e7cf6e706ffc5df494c659bd1e9,0
0,2160,component-1d6bf8af8f485b20,09dcac2ca489e8cd6bc7c1b0c78fa8e9,0
0,2161,component-9a4608fd566f5363,ab32e118a4221396910a04bd1b42e3fe,2
0,2163,component-443e975fadd5ca9c,97d57987632cff989a344d1fc4640dd5,2
0,2164,component-c29db52b9be8a7ed,50a61e7cf6e706ffc5df494c659bd1e9,0
0,2165,component-71f051c220b59a0d,ba00e1104f4fa24aa2ebc9fa747197cc,0
0,2168,component-59933d776452c8a5,e62a8e7687dd09e9edb49cdd79ac81b9,0
0,2169,component-e2135c76ca7863e5,e5950c8af106349d3bde77b92b587c32,0
0,217,component-16badfc6202cb3f8,99907d478cdbaeb5388db3459408282c,2
0,2170,component-8448796b6e74894c,10d24bcc5693e93669732a9176758431,1
0,2171,component-9053fa05b6952cf7,cbaffa5220b94d323ddee491e1550d4d,2
0,2174,component-1dce26a45d8d16ae,6d26d4ff619aec245a536fe39cd511d8,1
0,2175,component-e289e5f7d06013a3,8fa922a1116d1ab2ebef342a59180c7c,0
0,2176,component-fd6a44cb2f61506d,cb83b6f7181863ab7ccd76e203fb2a9e,2
0,2179,component-22bad745f0d78ded,b0cc72b05e56c62f78c7417f5c0fc7cd,0
0,218,component-1e925d8b7e7843e3,2475d464084cccf82ac3e72ea8721a5c,2
0,2180,component-93c08eda1a9a4495,e1cef712b112981646a3a7af02072884,0
0,2181,component-75a8cdbb2986623b,29c04fe1c8b2c4bc979ee3ea2ded76bf,2
0,2182,component-93989d0f14e7ec63,052c3661f71366f3b0bbb798cf69de98,2
0,2183,component-bc83cbb2d6dcba93,0520aa2bf9b054591f00957b9e725796,1
0,2184,component-76551af6e325ed06,4005ca6527b27dc147853df3387fca12,0
0,2185,component-c60d3692ebbe6f8c,3e92c2134d4599ed8594b80f07dc91ec,1
0,2186,component-1105a923124f5efc,1960761e30eaf699ec8320c5fca813dc,2
0,2187,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,0
0,2188,component-95d11a1a88e7893f,12511b11e77c0fd9f016a620eaa1f7b4,2
0,2189,component-76551af6e325ed06,4005ca6527b27dc147853df3387fca12,0
0,219,component-fd6a44cb2f61506d,cb83b6f7181863ab7ccd76e203fb2a9e,2
0,2190,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,0
0,2192,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,0
0,2193,component-d1b0b7687f7bca92,b871e5cc66f76ca04b55866a15dd4665,2
0,2195,component-5bc05e241527d767,b862b6c8067666d74b0e1aface0b0d3e,1
0,2196,component-ddd8121412f29434,094fc4b0a71388d136fc471ae818e529,0
0,2198,component-815106adc7256d3f,a5ffc196aa062589df3cdaf7adae5f8b,2
0,2199,component-f36e2794472c13ef,b622bc9a05882d0d6abff082938b51e8,2
0,22,component-785f3ec7eb32f30b,a880badbe5c3ab98cb1e7a1c18eafa8c,2
0,220,component-3920f13df0dc5a97,f29aa2d9930b2c3005e4176f70479f9e,1
0,2200,component-755a30d48d8a3314,60983b3bd13dd10274916058294b5b0c,2
0,2203,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,0
0,2204,component-71f051c220b59a0d,ba00e1104f4fa24aa2ebc9fa747197cc,0
0,2205,component-76551af6e325ed06,4005ca6527b27dc147853df3387fca12,0
0,2206,component-c60d3692ebbe6f8c,3e92c2134d4599ed8594b80f07dc91ec,1
0,2207,component-1105a923124f5efc,1960761e30eaf699ec8320c5fca813dc,2
0,2208,component-688e73b3e7b39815,205b46648f147e1a5ef52ea07af00af6,0
0,2209,component-9e4067ac93c6febd,6b6eebfc83deea4fea1bf929230a91a6,2
0,2211,component-ac1964eb089654e0,8ed96462e14b7e08362c992268b31ef3,0
0,2212,component-05c8bd5d4dcdb18b,5898c37a9a46b8c9b289c24611253043,1
0,2214,component-4ff57f0bce33b3f1,6f68c0956bba52adbcf3cc60b9a6f7cc,2
0,2217,component-1dffd68e5364ca23,0ac991e95b5215331187e2a99026b175,1
0,2218,component-58763bceaddcad67,8bf45189c0cd6ac9db540664ab032a25,2
0,2220,component-230ad27c6e6e2766,961c8f1eeff1c5fa7d581c339edd2950,2
0,2221,component-0337d6fcd298bc66,f3ff2b8aa9b422b423be0cf293538ad4,0
0,2222,component-edee29f882543b95,8c2bbd43838f4731e870e982ad2744cc,1
0,2223,component-fccb6362a9a78e11,9862fc14ed5588a6a19cf51eb4e16eeb,0
0,2225,component-90d441ee3fce238c,7a8267f910ceb6f68f247156d7efac4d,0
0,2226,component-cf2661b79280502b,0cb857d86212393e9ad6d210ed3e343c,1
0,2227,component-2730a07b09001328,c2df42f2a4614a641d097d558dc2e0c6,1
0,2228,component-3f14a60b7590cb27,b446e82d7880da2ac09bdfa1fcca6753,2
0,2229,component-09dc1bb2b25a72c6,fd91babda8f650a854e5fc739b611405,1
0,2230,component-903a4207be29cb52,c68ece4523fd19464605632c3632e0dc,2
0,2231,component-b847856411aef26f,b9a4169a759025fb6031d204a5f82aa1,0
0,2232,component-48fe0661615dd0a2,e31c8ab8ab933ee216cd041e3199ebd7,2
0,224,component-e5edff77d7628b15,1a294e5ade965c4d599b18c0dae9fc70,0
0,225,component-f5e957604ebe365f,3e3e4c9549afb1fbf9d387f58a4ffddc,2
0,226,component-71f051c220b59a0d,ba00e1104f4fa24aa2ebc9fa747197cc,0
0,227,component-dfe62e836a0a6f26,e68a1b8496559da478924f96121f485b,2
0,228,component-9d693eeee1d1899c,b83c0d7f087ed2c736f31962ea1d8e17,2
0,229,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,0
0,23,component-dc43904674130d37,2ec85e1f6cef3d83e8d87b3119640cfa,1
0,230,component-79eaf187d3e6765d,db66ca2f0446d1b946f395b720b518ec,1
0,231,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,0
0,232,component-9053fa05b6952cf7,cbaffa5220b94d323ddee491e1550d4d,2
0,233,component-c0509a487a18b003,1883ce91ecda8ead0c7c0185433b4879,0
0,235,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,0
0,238,component-1d6bf8af8f485b20,09dcac2ca489e8cd6bc7c1b0c78fa8e9,0
0,24,component-c2356069e9d1e79c,9e5c95af2f73501ac5c604576af76873,0
0,240,component-508550b29f2136a2,ca219a7015d8f23e3760343f213f27c5,1
0,242,component-14063697603e22d6,06657290905a42e3aaff0df50d209f64,0
0,243,component-e5edff77d7628b15,1a294e5ade965c4d599b18c0dae9fc70,0
0,244,component-71f051c220b59a0d,ba00e1104f4fa24aa2ebc9fa747197cc,0
0,245,component-79eaf187d3e6765d,db66ca2f0446d1b946f395b720b518ec,1
0,248,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,0
0,249,component-9f484139a27415ae,1a6e7c698caf805c2ef14127b6c528dc,0
0,25,component-e5edff77d7628b15,1a294e5ade965c4d599b18c0dae9fc70,0
0,250,component-e289e5f7d06013a3,8fa922a1116d1ab2ebef342a59180c7c,0
0,251,component-d257337668436fcc,69451de02e2c26787d69a77def43c5be,0
0,252,component-93c08eda1a9a4495,e1cef712b112981646a3a7af02072884,0
0,253,component-e7866fdc6672f827,6ea358bdd2bb85cd3a1d85667dce65c9,0
0,254,component-9512d95d00d61bde,0d167c8f2533ac37b455263fe54ce9c7,0
0,256,component-1e925d8b7e7843e3,2475d464084cccf82ac3e72ea8721a5c,2
0,257,component-4c970004b0678d43,0374d808f34f7969d7609f1fb90f2e33,0
0,259,component-9a4608fd566f5363,ab32e118a4221396910a04bd1b42e3fe,2
0,26,component-5f9c4ab08cac7457,fa0a4aca7afe8e9562355122b283d553,1
0,261,component-1d6bf8af8f485b20,09dcac2ca489e8cd6bc7c1b0c78fa8e9,0
0,262,component-22bad745f0d78ded,b0cc72b05e56c62f78c7417f5c0fc7cd,0
0,263,component-79eaf187d3e6765d,db66ca2f0446d1b946f395b720b518ec,1
0,264,component-f5e957604ebe365f,3e3e4c9549afb1fbf9d387f58a4ffddc,2
0,266,component-443e975fadd5ca9c,97d57987632cff989a344d1fc4640dd5,2
0,267,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,0
0,268,component-8b496bf96bbcc9e5,5859257f7cdeccec704af61730f19f85,1
0,269,component-1422ba74bf2e76ff,cf2aa86a12eb1e74fb275e391fd0a0b4,2
0,27,component-670671cd97404156,b0ec57bab3c90f15c5ff0c8afa5373a6,1
0,270,component-d8d1790737d57ac4,f36cb91b11f8ae326cfdc76c51e615e6,1
0,271,component-75a8cdbb2986623b,29c04fe1c8b2c4bc979ee3ea2ded76bf,2
0,272,component-1e1e81823020205b,0772472833698004228e919149c69701,2
0,277,component-688e73b3e7b39815,205b46648f147e1a5ef52ea07af00af6,0
0,278,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,0
0,279,component-1dce26a45d8d16ae,6d26d4ff619aec245a536fe39cd511d8,1
0,28,component-f5e957604ebe365f,3e3e4c9549afb1fbf9d387f58a4ffddc,2
0,280,component-7f0a22117f8fe017,7e151ab9958bec33ff7d260c0003c16a,1
0,282,component-27e1615212f3c6ea,65ef3deb821d46327948bd36b8e12e1d,0
0,283,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,0
0,287,component-508550b29f2136a2,ca219a7015d8f23e3760343f213f27c5,1
0,289,component-96c7345b3ef8140d,a898deab1798d35f3befeb7ddee39ebd,0
0,29,component-35135aaa6cc23891,8a6b60ef8a3b88ed7d956575e1c1b713,0
0,290,component-9a4608fd566f5363,ab32e118a4221396910a04bd1b42e3fe,2
0,292,component-755a30d48d8a3314,60983b3bd13dd10274916058294b5b0c,2
0,295,component-8448796b6e74894c,10d24bcc5693e93669732a9176758431,1
0,296,component-71f051c220b59a0d,ba00e1104f4fa24aa2ebc9fa747197cc,0
0,297,component-ddd8121412f29434,094fc4b0a71388d136fc471ae818e529,0
0,298,component-e289e5f7d06013a3,8fa922a1116d1ab2ebef342a59180c7c,0
0,299,component-308831041ea4863c,a684c0272177a378423eaf691dc51863,2
0,30,component-29e5a40b51e9f9f5,65846af3dc8205fc45821efda37a6b44,2
0,31,component-eb1e33e8a81b697b,cbbc69c884a2dedb362a2d0751fcbc54,2
0,310,component-226f76b55acb4970,a00d257bb6c1a83911eb4c423bb79640,0
0,3100,component-c3e37dfbf3675291,69704ffe29e10b91b2334847b48f2e19,0
0,31000,component-c46b6aa724a2ce00,955963907341fb3b98e54785f71c9843,0
0,31001,component-1a363478b7ca07c8,e8d39af016c644d6b71f2418ad5f9d65,1
0,31002,component-ee53a48030a949b6,d498bfc4525861a58ce664bece576d2b,2
0,31003,component-5ab827fceb283774,0d64d556907563bd1474e5f7c36ed384,2
0,31004,component-14b26930fcde96ce,e5a486d1c82b3c6d83d5f49279623bcc,1
0,31005,component-b32d8f5bfd086a5c,a36d0c9b13fd522fbfcd8ce8587fd144,1
0,31006,component-ab6230d33548acf9,6d63c155ea9fb47807fbe70db367d531,0
0,31008,component-ae9ff8bde3d6a681,bb46ac8766b986c34e28e966c52152be,2
0,31009,component-62685f4ccf56fe93,dafb1d4eefc26050cf648702aeaf3e3e,1
0,3101,component-4c126bb257a91ca0,779b18d3f0b08ed5619419bd0ebbfc12,2
0,31011,component-81382f2e2c1f0a85,80d0da88b815fa371376a13c56be158b,2
0,31012,component-8a8f2ac537c779a6,5a2d760f53d03effa261871a992d8882,1
0,31013,component-7a1aa32766edc287,d8bee2acb2c21ccac0330b0bef7b721b,1
0,31014,component-c9857cd0953bd638,77efc6776f7a210ad01d8785ef96c20f,0
0,31016,component-1f62acc0b8d0e8e3,c77d357b388385fd0150481f1703ace8,0
0,31017,component-a876ef01c41c6ced,ca369dfae59d771345a8bc6ae6ee7ef8,2
0,3102,component-9ec5adcb162fea7b,736cf5f82cbba60c01fe0986a8ff847e,0
0,31021,component-0051c4a05b585d74,4d82215ac84dc6962609bce7dde2ab5e,0
0,31023,component-4507c528f7bcb76b,918798c6920d19e67c74c5cd63bb44f8,1
0,31024,component-21e40cf5f737ac89,35329ebc672688e893691f04f2fb2cde,0
0,31025,component-9e43b0a3aa47362b,71725afa76786ee8ed9538a68b884dd1,1
0,31027,component-1f2635a5437efb4f,b41415d7e4bafb48728410265c843acd,0
0,31029,component-afe346e269a27f1b,cc22064d0f2e9dc107b71f128d12132f,1
0,3103,component-05550bc685f04599,71b02c2b99805a5b65fe1658ebff3d78,2
0,31030,component-012441a9c3816343,db42613bac99c60e14c337e848846f7e,0
0,31032,component-0b8c9e0db54716c4,6bb4364a6e771f56978aa4a249d659c8,1
0,31033,component-9699eafa4631f54d,1a7a889d7acdeaa79db9f740c3c18028,1
0,31034,component-8d51cdc751a10015,d7a91519f90cf0516f1fb288a4e63730,2
0,31036,component-414dc7a015d6bc58,198a791caca607c9c4b5bb7da2bd7f46,1
0,31037,component-42fc7cba3524f343,414933879798d98b041c76d0f2a95d7e,0
0,31038,component-0c68ea7495e3af75,a23d54e0725738a1105cdd7161e499b1,2
0,31039,component-37f1bc7aa4901ec2,70156a26f765ebf26e0089b01b76089c,2
0,3104,component-8e2d91da4e36f2d8,ee44c445eccad52622756c9188e1f416,2
0,31040,component-564fcde015888fdc,efa8b3a5e362640649324da4bcdd7469,2
0,31041,component-a8c14fa52943719a,637104db7200547c43914b47ba7de345,2
0,31042,component-ccc23cd3f865ec9f,6208adbd6814fafd6f90b440a8cc6fb7,0
0,31045,component-0b3f52674ba574ff,d425d3b4def164c7566dbe9e740ae260,0
0,31046,component-7f909f8c361b6b61,86c21ae730b8423031b5286b7dad0c5d,2
0,31047,component-cd920f7f08eef493,53f0cfb20da565fe22ed2094edb51767,1
0,31048,component-21e40cf5f737ac89,35329ebc672688e893691f04f2fb2cde,0
0,31049,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,0
0,3105,component-2542a5a582383e06,62b7d439f290de1db0295d6a70262065,2
0,31050,component-baff23a90e039f74,ed7a317055cd989955ef84228664cb44,0
0,31051,component-3bd567171df5c1dd,51abdeb1c17521adf150cafc0fb8903a,0
0,31052,component-5d46b485417106f5,d3913f295c8ffcebdef3e667d5bbbeaf,1
0,31053,component-30c5bcf13841c163,475389b642e5532ddaf7f9fa06b72fa3,1
0,31054,component-8cd57a6299a82016,779ffc5af31d8a273a59ce1cadc36be4,0
0,31055,component-45527596d2b236dc,96fd862632f180eb9e954699301406fb,2
0,31056,component-30f2ff8fe7ef50a9,1c22eb9ac3587afa26de83acc19b5772,0
0,31058,component-27f2e4ca84a40087,cc44600d3c77b2beb4f10af253962c15,0
0,31059,component-c8bbfba9cf732756,d53a400ee0161a431acd9ab0c945a288,0
0,3106,component-057c9ddd23740db0,44f2e5ed07d458560fe14bf392aaa678,0
0,31060,component-536ad0fe2c3a10bb,65195ccb68b996e59a59b8113029fc06,1
0,31061,component-4a329fc50a3fa497,b1616f572a184173b8f7cd7b6e0583c5,1
0,31062,component-7f280212ae1c089c,e7d632e4fd32c99001a812bd686b3786,1
0,31063,component-342ec3b3bd5c5a51,2c0dcf6ab7c40921f0150f31ce6f5182,0
0,31064,component-861b872eae8f0998,c1b003a4a1886553385fe86cf886d32f,2
0,31066,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,0
0,31067,component-ba26db63b9d0905d,3e52cecfb9079ca67b8369f67164b402,2
0,31069,component-37f1bc7aa4901ec2,70156a26f765ebf26e0089b01b76089c,2
0,3107,component-e95eb14d109171ec,21f3f81fbdf331fdc8eef7c975079d3c,2
0,31070,component-479184ba020423a6,67f4391809a0901097f29c9d82f9d418,2
0,31071,component-6fea85187c6a8928,e6eb05bff93b643ee4d1a94be7a6c648,2
0,31073,component-a8c14fa52943719a,637104db7200547c43914b47ba7de345,2
0,31074,component-6c755141eafe7b67,5851f856cc4711d06cdf0215b39f06b8,0
0,31075,component-a9a6952cac90d135,aa81016e4781049055df0acc62626e7e,1
0,31076,component-596072438649e76f,8c39bf80f05dfc165e9963c68813ae77,1
0,31078,component-4e83352499c233bc,9b74e270dbd0155cadaaa19c8b99b44b,2
0,31079,component-f84cc7ceb2f8ae46,a68fe5dd5491a8e5c563291e0ee30617,0
0,3108,component-21e40cf5f737ac89,35329ebc672688e893691f04f2fb2cde,0
0,31080,component-8cd57a6299a82016,779ffc5af31d8a273a59ce1cadc36be4,0
0,31081,component-c0cee8a63fd1b0d1,18d6da91e10697b3ec732d56bd68fd8d,2
0,31082,component-8adf0aab70f07a07,c8bb3385421b223591a5daafa7cb016b,1
0,31083,component-0f1f13ef2ed5183e,627f2acba04973368b49d632795f2762,2
0,31085,component-f41875d8ed4999ae,296c55a7afa8004543fe1b6d2f63ed00,0
0,31086,component-25df5f53b2dd6d97,b2d19612dbcea183a25019cbe15bd61b,0
0,31087,component-464de09f15a10363,9a41dab4afa2b127c83eb9325948ec9b,2
0,31089,component-715e8d519610db31,d577a94864ba13e0ccc1efa7fc6d5d73,2
0,31090,component-c46b6aa724a2ce00,955963907341fb3b98e54785f71c9843,0
0,31091,component-19bc501fab39d151,22c2c89c2bab9f37328a70e25553b567,1
0,31092,component-b32d8f5bfd086a5c,a36d0c9b13fd522fbfcd8ce8587fd144,1
0,31096,component-342ec3b3bd5c5a51,2c0dcf6ab7c40921f0150f31ce6f5182,0
0,31097,component-486fcacacb5ac20e,904247cc71ac2a29ccd042fed317051c,1
0,31098,component-a162161dbff55611,520b2c51459c7023be14937957e51f7c,0
0,31099,component-6f27c804643fab46,65f47b1b54bc68f60fcf8a4f9b605f36,2
0,311,component-c3e37dfbf3675291,69704ffe29e10b91b2334847b48f2e19,0
0,3110,component-347ff26ffaaa0d13,8b8f157835767f6c42a7a3f2a66d44c6,1
0,31100,component-e1e499eeb19d6d84,52aa8ea70140b465ce5ac8ee9099db71,1
0,31101,component-744c6d31764ae527,21149172feef2cedb44d6ce23f050028,2
0,31103,component-ae2f5ece6ee979a5,ec0cc2abe3052fcbf7beef3ce7d002ab,0
0,31104,component-d9caf069690eef9a,b562dbc1f17ef6d3a38de55e078bfe50,0
0,31105,component-6c755141eafe7b67,5851f856cc4711d06cdf0215b39f06b8,0
0,31106,component-42748090b27a0f9d,255e9414afca4d8219d1079a138a19d7,2
0,31107,component-571c04fd9e7d74ee,e90f12f0f98dce16b4e7e5d16aeaf154,0
0,31108,component-21e40cf5f737ac89,35329ebc672688e893691f04f2fb2cde,0
0,31109,component-5d46b485417106f5,d3913f295c8ffcebdef3e667d5bbbeaf,1
0,31110,component-6999a50737c95f67,737684e5c8756849c4caf4dc75bc72d0,1
0,31112,component-37f1bc7aa4901ec2,70156a26f765ebf26e0089b01b76089c,2
0,31113,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,0
0,31114,component-2be8ef0e6d06b373,8344bfb2762619cffe50d45469ad0799,2
0,31115,component-302ae8c8df68912a,12990b90fffe79aed07dd7117d76aba0,2
0,31116,component-8b13c8cdd0bf516e,8c86dc5847881aa923ade7023b47b2cb,2
0,31117,component-4df0e2e4ba2c47a5,c9e94b23bc222429a71db651222cf8e3,1
0,31118,component-f6fb5309a1e357ce,0908acdb1bf458e9692cabe5fca0ab77,2
0,31120,component-b32d8f5bfd086a5c,a36d0c9b13fd522fbfcd8ce8587fd144,1
0,31121,component-342ec3b3bd5c5a51,2c0dcf6ab7c40921f0150f31ce6f5182,0
0,31122,component-4507c528f7bcb76b,918798c6920d19e67c74c5cd63bb44f8,1
0,31123,component-30c5bcf13841c163,475389b642e5532ddaf7f9fa06b72fa3,1
0,31124,component-6999a50737c95f67,737684e5c8756849c4caf4dc75bc72d0,1
0,31125,component-42fc7cba3524f343,414933879798d98b041c76d0f2a95d7e,0
0,31126,component-a8c14fa52943719a,637104db7200547c43914b47ba7de345,2
0,31127,component-cd920f7f08eef493,53f0cfb20da565fe22ed2094edb51767,1
0,31128,component-086d7b05f45a7ae7,33d817e01706c19e3f4688597ef020b3,2
0,31129,component-37f1bc7aa4901ec2,70156a26f765ebf26e0089b01b76089c,2
0,3113,component-f65b467722f489e4,f05e045c8ed31280a52970d8ae8a0235,1
0,31130,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,0
0,31131,component-596072438649e76f,8c39bf80f05dfc165e9963c68813ae77,1
0,31132,component-b63f7ef9ceea7133,85c92d61e2a959e80696cb20cc93e434,2
0,31133,component-a2dead73a84cae82,556cbab391837b35e3db80610718df53,2
0,31134,component-f41875d8ed4999ae,296c55a7afa8004543fe1b6d2f63ed00,0
0,31135,component-25df5f53b2dd6d97,b2d19612dbcea183a25019cbe15bd61b,0
0,31137,component-a9081dde63734aac,0cf31c4ef33e3f322fa807936ef22031,2
0,31139,component-012441a9c3816343,db42613bac99c60e14c337e848846f7e,0
0,31141,component-ee53a48030a949b6,d498bfc4525861a58ce664bece576d2b,2
0,31143,component-464de09f15a10363,9a41dab4afa2b127c83eb9325948ec9b,2
0,31144,component-27f2e4ca84a40087,cc44600d3c77b2beb4f10af253962c15,0
0,31145,component-37b7d328d51f88bc,cf70ee1b8f701d19a837aa230097eb3a,0
0,31146,component-a7233acf9f73483c,39e08f30e2d19ae3e10e3c1269647f79,2
0,31148,component-72ba6754e6fc6503,d24153338c0ba84e2fec2b499a7c5495,1
0,31149,component-330b6dd5c292c708,1338c7f67d52c389a54af19925ba97be,1
0,31150,component-9699eafa4631f54d,1a7a889d7acdeaa79db9f740c3c18028,1
0,31152,component-b32d8f5bfd086a5c,a36d0c9b13fd522fbfcd8ce8587fd144,1
0,31153,component-342ec3b3bd5c5a51,2c0dcf6ab7c40921f0150f31ce6f5182,0
0,31154,component-9e6b9fa6eb2743a0,8e8334b3b8232a6feb1cd72f5935cb2c,2
0,31155,component-c9857cd0953bd638,77efc6776f7a210ad01d8785ef96c20f,0
0,31156,component-744c6d31764ae527,21149172feef2cedb44d6ce23f050028,2
0,31157,component-ae2f5ece6ee979a5,ec0cc2abe3052fcbf7beef3ce7d002ab,0
0,31159,component-37f1bc7aa4901ec2,70156a26f765ebf26e0089b01b76089c,2
0,3116,component-592912dff2a1f74f,4b7502650f258fb3605a79c0d0736d90,2
0,31160,component-c0cee8a63fd1b0d1,18d6da91e10697b3ec732d56bd68fd8d,2
0,31161,component-afe346e269a27f1b,cc22064d0f2e9dc107b71f128d12132f,1
0,31162,component-0b8c9e0db54716c4,6bb4364a6e771f56978aa4a249d659c8,1
0,31163,component-a09298272ebb68bb,79088521ba0f8893e257d0abcf4f4552,1
0,31165,component-012441a9c3816343,db42613bac99c60e14c337e848846f7e,0
0,31166,component-302ae8c8df68912a,12990b90fffe79aed07dd7117d76aba0,2
0,31167,component-21e40cf5f737ac89,35329ebc672688e893691f04f2fb2cde,0
0,31169,component-8cd57a6299a82016,779ffc5af31d8a273a59ce1cadc36be4,0
0,31170,component-45527596d2b236dc,96fd862632f180eb9e954699301406fb,2
0,31171,component-ee53a48030a949b6,d498bfc4525861a58ce664bece576d2b,2
0,31172,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,0
0,31173,component-5d46b485417106f5,d3913f295c8ffcebdef3e667d5bbbeaf,1
0,31174,component-e154f3b0e8666247,c6d7568dc8ae8811b077c444876a835c,2
0,31177,component-0a82de0b9561ea87,f3ec2a1bc9c25030d4e35b7ca1444a71,1
0,31179,component-7759489f703ee03e,0765dd660474a38631f419d84d3483b2,1
0,3118,component-290ebbdd1e416a4c,94122fbc9f7c40882d583faed3fcb6e9,2
0,31180,component-9699eafa4631f54d,1a7a889d7acdeaa79db9f740c3c18028,1
0,31182,component-9e6b9fa6eb2743a0,8e8334b3b8232a6feb1cd72f5935cb2c,2
