item_id,group_id,writer_id,role
246,component-b3e35aa734153698,2fbef97d89a05cfd623bc37ddd434d5f,excluded_test_writer
247,component-396f804443825586,21f5eb7a0a5d7cd22b7cca301593d6f4,train
248,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,train
249,component-9f484139a27415ae,1a6e7c698caf805c2ef14127b6c528dc,test
25,component-e5edff77d7628b15,1a294e5ade965c4d599b18c0dae9fc70,excluded_test_writer
250,component-e289e5f7d06013a3,8fa922a1116d1ab2ebef342a59180c7c,train
251,component-d257337668436fcc,69451de02e2c26787d69a77def43c5be,excluded_test_writer
252,component-93c08eda1a9a4495,e1cef712b112981646a3a7af02072884,excluded_test_writer
253,component-e7866fdc6672f827,6ea358bdd2bb85cd3a1d85667dce65c9,test
254,component-9512d95d00d61bde,0d167c8f2533ac37b455263fe54ce9c7,train
255,component-6504abbd1ef333e9,18fa800cc02bc318c94d6415c23172cd,test
256,component-1e925d8b7e7843e3,2475d464084cccf82ac3e72ea8721a5c,test
257,component-4c970004b0678d43,0374d808f34f7969d7609f1fb90f2e33,train
259,component-9a4608fd566f5363,ab32e118a4221396910a04bd1b42e3fe,excluded_test_writer
26,component-5f9c4ab08cac7457,fa0a4aca7afe8e9562355122b283d553,test
260,component-8cd32e25edb628ca,d4518d3887ca266ed7a8748afb75119e,train
261,component-1d6bf8af8f485b20,09dcac2ca489e8cd6bc7c1b0c78fa8e9,test
262,component-22bad745f0d78ded,b0cc72b05e56c62f78c7417f5c0fc7cd,excluded_test_writer
263,component-79eaf187d3e6765d,db66ca2f0446d1b946f395b720b518ec,excluded_test_writer
264,component-f5e957604ebe365f,3e3e4c9549afb1fbf9d387f58a4ffddc,train
265,component-b3e35aa734153698,2fbef97d89a05cfd623bc37ddd434d5f,excluded_test_writer
266,component-443e975fadd5ca9c,97d57987632cff989a344d1fc4640dd5,excluded_test_writer
267,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,excluded_test_writer
268,component-8b496bf96bbcc9e5,5859257f7cdeccec704af61730f19f85,train
269,component-1422ba74bf2e76ff,cf2aa86a12eb1e74fb275e391fd0a0b4,train
27,component-670671cd97404156,b0ec57bab3c90f15c5ff0c8afa5373a6,train
270,component-d8d1790737d57ac4,f36cb91b11f8ae326cfdc76c51e615e6,train
271,component-75a8cdbb2986623b,29c04fe1c8b2c4bc979ee3ea2ded76bf,test
272,component-1e1e81823020205b,0772472833698004228e919149c69701,test
274,component-d100b54b5b8789ff,605bb37881140f45cfecadf22e83eac7,excluded_test_writer
275,component-3a1dfb05d7257530,72f58014e3ac660b732c9abf5d57dc71,train
276,component-01dcfea4ab47018a,5ad9062554ff2bc84868c1e4ce072aae,test
277,component-688e73b3e7b39815,205b46648f147e1a5ef52ea07af00af6,excluded_test_writer
278,component-0b1c1e3db50a8caa,17220e612ae7550dbdcf31ac8b40ebb7,train
279,component-1dce26a45d8d16ae,6d26d4ff619aec245a536fe39cd511d8,train
28,component-f5e957604ebe365f,3e3e4c9549afb1fbf9d387f58a4ffddc,train
280,component-7f0a22117f8fe017,7e151ab9958bec33ff7d260c0003c16a,test
281,component-71a1c003a2b855d8,7941a524af14db5fab1eb72f815781bd,test
282,component-27e1615212f3c6ea,65ef3deb821d46327948bd36b8e12e1d,train
283,component-a530687a5cc433e5,fe5e7b6eb0d92b112cb558c9628546c0,excluded_test_writer
285,component-01dcfea4ab47018a,5ad9062554ff2bc84868c1e4ce072aae,excluded_test_writer
286,component-d100b54b5b8789ff,605bb37881140f45cfecadf22e83eac7,excluded_test_writer
287,component-508550b29f2136a2,ca219a7015d8f23e3760343f213f27c5,test
289,component-96c7345b3ef8140d,a898deab1798d35f3befeb7ddee39ebd,test
29,component-35135aaa6cc23891,8a6b60ef8a3b88ed7d956575e1c1b713,train
290,component-9a4608fd566f5363,ab32e118a4221396910a04bd1b42e3fe,excluded_test_writer
291,component-d100b54b5b8789ff,605bb37881140f45cfecadf22e83eac7,excluded_test_writer
292,component-755a30d48d8a3314,60983b3bd13dd10274916058294b5b0c,train
293,component-bca810d52efd658a,c102a012748e4ac784229ac8f1932777,excluded_test_writer
294,component-b3e35aa734153698,2fbef97d89a05cfd623bc37ddd434d5f,test
295,component-8448796b6e74894c,10d24bcc5693e93669732a9176758431,train
296,component-71f051c220b59a0d,ba00e1104f4fa24aa2ebc9fa747197cc,train
297,component-ddd8121412f29434,094fc4b0a71388d136fc471ae818e529,train
298,component-e289e5f7d06013a3,8fa922a1116d1ab2ebef342a59180c7c,train
299,component-308831041ea4863c,a684c0272177a378423eaf691dc51863,test
30,component-29e5a40b51e9f9f5,65846af3dc8205fc45821efda37a6b44,test
31,component-eb1e33e8a81b697b,cbbc69c884a2dedb362a2d0751fcbc54,train
310,component-226f76b55acb4970,a00d257bb6c1a83911eb4c423bb79640,train
3100,component-c3e37dfbf3675291,69704ffe29e10b91b2334847b48f2e19,train
31000,component-c46b6aa724a2ce00,955963907341fb3b98e54785f71c9843,train
31001,component-1a363478b7ca07c8,e8d39af016c644d6b71f2418ad5f9d65,train
31002,component-ee53a48030a949b6,d498bfc4525861a58ce664bece576d2b,excluded_test_writer
31003,component-5ab827fceb283774,0d64d556907563bd1474e5f7c36ed384,train
31004,component-14b26930fcde96ce,e5a486d1c82b3c6d83d5f49279623bcc,excluded_test_writer
31005,component-b32d8f5bfd086a5c,a36d0c9b13fd522fbfcd8ce8587fd144,train
31006,component-ab6230d33548acf9,6d63c155ea9fb47807fbe70db367d531,excluded_test_writer
31007,component-471f6696aa8dc9a8,4cd83c61495521cce50246c680de7775,train
31008,component-ae9ff8bde3d6a681,bb46ac8766b986c34e28e966c52152be,excluded_test_writer
31009,component-62685f4ccf56fe93,dafb1d4eefc26050cf648702aeaf3e3e,test
3101,component-4c126bb257a91ca0,779b18d3f0b08ed5619419bd0ebbfc12,train
31011,component-81382f2e2c1f0a85,80d0da88b815fa371376a13c56be158b,excluded_test_writer
31012,component-8a8f2ac537c779a6,5a2d760f53d03effa261871a992d8882,train
31013,component-7a1aa32766edc287,d8bee2acb2c21ccac0330b0bef7b721b,excluded_test_duplicate
31014,component-c9857cd0953bd638,77efc6776f7a210ad01d8785ef96c20f,train
31015,component-816bc02fbbf88f8d,47a9c1bffcd06af0b4c7222592e6e71c,test
31016,component-1f62acc0b8d0e8e3,c77d357b388385fd0150481f1703ace8,excluded_test_writer
31017,component-a876ef01c41c6ced,ca369dfae59d771345a8bc6ae6ee7ef8,train
3102,component-9ec5adcb162fea7b,736cf5f82cbba60c01fe0986a8ff847e,train
31020,component-bca810d52efd658a,6c6e11b590bc30c0655d106008bc2cb0,excluded_test_duplicate
31021,component-0051c4a05b585d74,4d82215ac84dc6962609bce7dde2ab5e,test
31023,component-4507c528f7bcb76b,918798c6920d19e67c74c5cd63bb44f8,excluded_test_writer
31024,component-21e40cf5f737ac89,35329ebc672688e893691f04f2fb2cde,excluded_test_duplicate
31025,component-9e43b0a3aa47362b,71725afa76786ee8ed9538a68b884dd1,train
31027,component-1f2635a5437efb4f,b41415d7e4bafb48728410265c843acd,train
31028,component-8d7df010318e9073,6770b7b28fb532a9c3927793876e8013,train
31029,component-afe346e269a27f1b,cc22064d0f2e9dc107b71f128d12132f,test
3103,component-05550bc685f04599,71b02c2b99805a5b65fe1658ebff3d78,train
31030,component-012441a9c3816343,db42613bac99c60e14c337e848846f7e,excluded_test_writer
31031,component-838d45075fa24868,bc1ec245e40632a2789fb09f05f7e608,train
31032,component-0b8c9e0db54716c4,6bb4364a6e771f56978aa4a249d659c8,train
31033,component-9699eafa4631f54d,1a7a889d7acdeaa79db9f740c3c18028,excluded_test_writer
31034,component-8d51cdc751a10015,d7a91519f90cf0516f1fb288a4e63730,test
31036,component-414dc7a015d6bc58,198a791caca607c9c4b5bb7da2bd7f46,train
31037,component-42fc7cba3524f343,414933879798d98b041c76d0f2a95d7e,train
31038,component-0c68ea7495e3af75,a23d54e0725738a1105cdd7161e499b1,train
31039,component-37f1bc7aa4901ec2,70156a26f765ebf26e0089b01b76089c,excluded_test_writer
3104,component-8e2d91da4e36f2d8,ee44c445eccad52622756c9188e1f416,train
31040,component-564fcde015888fdc,efa8b3a5e362640649324da4bcdd7469,excluded_test_writer
31041,component-a8c14fa52943719a,637104db7200547c43914b47ba7de345,train
31042,component-ccc23cd3f865ec9f,6208adbd6814fafd6f90b440a8cc6fb7,excluded_test_writer
31045,component-0b3f52674ba574ff,d425d3b4def164c7566dbe9e740ae260,excluded_test_writer
31046,component-7f909f8c361b6b61,86c21ae730b8423031b5286b7dad0c5d,excluded_test_duplicate
31047,component-cd920f7f08eef493,53f0cfb20da565fe22ed2094edb51767,excluded_test_writer
31048,component-21e40cf5f737ac89,35329ebc672688e893691f04f2fb2cde,excluded_test_duplicate
31049,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,train
3105,component-2542a5a582383e06,62b7d439f290de1db0295d6a70262065,excluded_test_writer
31050,component-baff23a90e039f74,ed7a317055cd989955ef84228664cb44,train
31051,component-3bd567171df5c1dd,51abdeb1c17521adf150cafc0fb8903a,train
31052,component-5d46b485417106f5,d3913f295c8ffcebdef3e667d5bbbeaf,train
31053,component-30c5bcf13841c163,475389b642e5532ddaf7f9fa06b72fa3,excluded_test_writer
31054,component-8cd57a6299a82016,779ffc5af31d8a273a59ce1cadc36be4,excluded_test_writer
31055,component-45527596d2b236dc,96fd862632f180eb9e954699301406fb,train
31056,component-30f2ff8fe7ef50a9,1c22eb9ac3587afa26de83acc19b5772,test
31057,component-9f98cc836005795c,a92d76ce898045da701e484d9990206b,train
31058,component-27f2e4ca84a40087,cc44600d3c77b2beb4f10af253962c15,train
31059,component-c8bbfba9cf732756,d53a400ee0161a431acd9ab0c945a288,train
3106,component-057c9ddd23740db0,44f2e5ed07d458560fe14bf392aaa678,excluded_test_writer
31060,component-536ad0fe2c3a10bb,65195ccb68b996e59a59b8113029fc06,test
31061,component-4a329fc50a3fa497,b1616f572a184173b8f7cd7b6e0583c5,excluded_test_writer
31062,component-7f280212ae1c089c,e7d632e4fd32c99001a812bd686b3786,test
31063,component-342ec3b3bd5c5a51,2c0dcf6ab7c40921f0150f31ce6f5182,excluded_test_writer
31064,component-861b872eae8f0998,c1b003a4a1886553385fe86cf886d32f,excluded_test_writer
31065,component-6e6f5157195ccb41,a3c17def286f05ae71c49a47dcf0f146,excluded_test_writer
31066,component-747e80721ad00db3,b54c99b125f75083765440a9aa38e91e,train
31067,component-ba26db63b9d0905d,3e52cecfb9079ca67b8369f67164b402,test
31069,component-37f1bc7aa4901ec2,70156a26f765ebf26e0089b01b76089c,excluded_test_writer
3107,component-e95eb14d109171ec,21f3f81fbdf331fdc8eef7c975079d3c,test
31070,component-479184ba020423a6,67f4391809a0901097f29c9d82f9d418,test
31071,component-6fea85187c6a8928,e6eb05bff93b643ee4d1a94be7a6c648,excluded_test_writer
31073,component-a8c14fa52943719a,637104db7200547c43914b47ba7de345,train
31074,component-6c755141eafe7b67,5851f856cc4711d06cdf0215b39f06b8,excluded_test_writer
31075,component-a9a6952cac90d135,aa81016e4781049055df0acc62626e7e,train
31076,component-596072438649e76f,8c39bf80f05dfc165e9963c68813ae77,excluded_test_writer
31077,component-4ad6f8b9de6e2af0,9c63d643a2337f34ef45e442786aea86,test
31078,component-4e83352499c233bc,9b74e270dbd0155cadaaa19c8b99b44b,train
31079,component-f84cc7ceb2f8ae46,a68fe5dd5491a8e5c563291e0ee30617,train
3108,component-21e40cf5f737ac89,35329ebc672688e893691f04f2fb2cde,excluded_test_duplicate
31080,component-8cd57a6299a82016,779ffc5af31d8a273a59ce1cadc36be4,excluded_test_writer
31081,component-c0cee8a63fd1b0d1,18d6da91e10697b3ec732d56bd68fd8d,excluded_test_writer
31082,component-8adf0aab70f07a07,c8bb3385421b223591a5daafa7cb016b,excluded_test_writer
31083,component-0f1f13ef2ed5183e,627f2acba04973368b49d632795f2762,test
31085,component-f41875d8ed4999ae,296c55a7afa8004543fe1b6d2f63ed00,excluded_test_writer
31086,component-25df5f53b2dd6d97,b2d19612dbcea183a25019cbe15bd61b,train
31087,component-464de09f15a10363,9a41dab4afa2b127c83eb9325948ec9b,excluded_test_writer
31088,component-151d7ff9890b5e57,6037d3ee8c41899a6f997a1984844dfd,excluded_test_writer
31089,component-715e8d519610db31,d577a94864ba13e0ccc1efa7fc6d5d73,test
3109,component-aeb5d182368bc8fa,77cbb39d3cddc88289673336a14f4c4d,train
31090,component-c46b6aa724a2ce00,955963907341fb3b98e54785f71c9843,train
31091,component-19bc501fab39d151,22c2c89c2bab9f37328a70e25553b567,train
31092,component-b32d8f5bfd086a5c,a36d0c9b13fd522fbfcd8ce8587fd144,train
31093,component-471f6696aa8dc9a8,4cd83c61495521cce50246c680de7775,train
31094,component-61761f9420088c4a,a7722b7f8213371b3249419c3a245362,excluded_test_writer
31095,component-d2058f621cd60aad,830b41bac56d8a3be35a985bb8111278,train
31096,component-342ec3b3bd5c5a51,2c0dcf6ab7c40921f0150f31ce6f5182,excluded_test_writer
31097,component-486fcacacb5ac20e,904247cc71ac2a29ccd042fed317051c,train
31098,component-a162161dbff55611,520b2c51459c7023be14937957e51f7c,test
31099,component-6f27c804643fab46,65f47b1b54bc68f60fcf8a4f9b605f36,train
311,component-c3e37dfbf3675291,69704ffe29e10b91b2334847b48f2e19,train
3110,component-347ff26ffaaa0d13,8b8f157835767f6c42a7a3f2a66d44c6,train
31100,component-e1e499eeb19d6d84,52aa8ea70140b465ce5ac8ee9099db71,train
31101,component-744c6d31764ae527,21149172feef2cedb44d6ce23f050028,excluded_test_writer
31103,component-ae2f5ece6ee979a5,ec0cc2abe3052fcbf7beef3ce7d002ab,excluded_test_writer
31104,component-d9caf069690eef9a,b562dbc1f17ef6d3a38de55e078bfe50,excluded_test_writer
